chrom	type	start	end	strand	attributes
chr20	gene	56629305	56639282	+	ID=ENSG00000087510.7;gene_id=ENSG00000087510.7;gene_type=protein_coding;gene_name=TFAP2C;level=2;hgnc_id=HGNC:11744;havana_gene=OTTHUMG00000032805.4
chr20	gene	57168752	57266640	-	ID=ENSG00000101144.13;gene_id=ENSG00000101144.13;gene_type=protein_coding;gene_name=BMP7;level=1;hgnc_id=HGNC:1074;havana_gene=OTTHUMG00000032812.5
chr20	gene	57329802	57343993	+	ID=ENSG00000054796.13;gene_id=ENSG00000054796.13;gene_type=protein_coding;gene_name=SPO11;level=1;hgnc_id=HGNC:11250;havana_gene=OTTHUMG00000032817.8
chr20	gene	57351222	57379210	+	ID=ENSG00000101146.13;gene_id=ENSG00000101146.13;gene_type=protein_coding;gene_name=RAE1;level=2;hgnc_id=HGNC:9828;havana_gene=OTTHUMG00000032819.5
chr20	gene	57391395	57409332	+	ID=ENSG00000132819.17;gene_id=ENSG00000132819.17;gene_type=protein_coding;gene_name=RBM38;level=2;hgnc_id=HGNC:15818;havana_gene=OTTHUMG00000032820.7
chr20	gene	57487958	57495365	-	ID=ENSG00000124097.8;gene_id=ENSG00000124097.8;gene_type=protein_coding;gene_name=HMGB1P1;level=2;hgnc_id=HGNC:4993;havana_gene=OTTHUMG00000032823.3
chr20	gene	57495965	57525651	-	ID=ENSG00000124092.13;gene_id=ENSG00000124092.13;gene_type=protein_coding;gene_name=CTCFL;level=1;hgnc_id=HGNC:16234;havana_gene=OTTHUMG00000032829.7
chr20	gene	57561079	57568120	+	ID=ENSG00000124253.11;gene_id=ENSG00000124253.11;gene_type=protein_coding;gene_name=PCK1;level=2;hgnc_id=HGNC:8724;havana_gene=OTTHUMG00000032825.4
chr20	gene	57603845	57620575	-	ID=ENSG00000124256.15;gene_id=ENSG00000124256.15;gene_type=protein_coding;gene_name=ZBP1;level=2;hgnc_id=HGNC:16176;havana_gene=OTTHUMG00000032824.5
chr20	gene	57648391	57711535	-	ID=ENSG00000124225.16;gene_id=ENSG00000124225.16;gene_type=protein_coding;gene_name=PMEPA1;level=1;hgnc_id=HGNC:14107;havana_gene=OTTHUMG00000032831.4
chr20	gene	58150901	58161149	+	ID=ENSG00000124237.6;gene_id=ENSG00000124237.6;gene_type=protein_coding;gene_name=C20orf85;level=2;hgnc_id=HGNC:16216;havana_gene=OTTHUMG00000032836.3
chr20	gene	58216125	58228652	-	ID=ENSG00000124227.6;gene_id=ENSG00000124227.6;gene_type=protein_coding;gene_name=ANKRD60;level=2;hgnc_id=HGNC:16217;havana_gene=OTTHUMG00000032837.6
chr20	gene	58309714	58367506	+	ID=ENSG00000124209.4;gene_id=ENSG00000124209.4;gene_type=protein_coding;gene_name=RAB22A;level=2;hgnc_id=HGNC:9764;havana_gene=OTTHUMG00000032844.3
chr20	gene	58389228	58451100	+	ID=ENSG00000124164.16;gene_id=ENSG00000124164.16;gene_type=protein_coding;gene_name=VAPB;level=2;hgnc_id=HGNC:12649;havana_gene=OTTHUMG00000032840.4
chr20	gene	58459100	58515398	-	ID=ENSG00000198768.11;gene_id=ENSG00000198768.11;gene_type=protein_coding;gene_name=APCDD1L;level=2;hgnc_id=HGNC:26892;havana_gene=OTTHUMG00000032845.5
chr20	gene	58651252	58679525	+	ID=ENSG00000124222.22;gene_id=ENSG00000124222.22;gene_type=protein_coding;gene_name=STX16;level=2;hgnc_id=HGNC:11431;tag=overlapping_locus;havana_gene=OTTHUMG00000033084.8
chr20	gene	58651433	58715409	+	ID=ENSG00000254995.4;gene_id=ENSG00000254995.4;gene_type=protein_coding;gene_name=STX16-NPEPL1;level=2;hgnc_id=HGNC:41993;tag=overlapping_locus,readthrough_gene;havana_gene=OTTHUMG00000167390.1
chr20	gene	58689130	58719237	+	ID=ENSG00000215440.12;gene_id=ENSG00000215440.12;gene_type=protein_coding;gene_name=NPEPL1;level=2;hgnc_id=HGNC:16244;tag=overlapping_locus;havana_gene=OTTHUMG00000033060.8
chr20	gene	58839717	58911191	+	ID=ENSG00000087460.29;gene_id=ENSG00000087460.29;gene_type=protein_coding;gene_name=GNAS;level=2;hgnc_id=HGNC:4392;tag=ncRNA_host;havana_gene=OTTHUMG00000033069.23
chr20	gene	58981207	58995132	+	ID=ENSG00000101158.15;gene_id=ENSG00000101158.15;gene_type=protein_coding;gene_name=NELFCD;level=2;hgnc_id=HGNC:15934;havana_gene=OTTHUMG00000032861.8
chr20	gene	58985685	59008237	-	ID=ENSG00000101160.15;gene_id=ENSG00000101160.15;gene_type=protein_coding;gene_name=CTSZ;level=2;hgnc_id=HGNC:2547;havana_gene=OTTHUMG00000032858.3
chr20	gene	59019428	59026653	+	ID=ENSG00000101162.4;gene_id=ENSG00000101162.4;gene_type=protein_coding;gene_name=TUBB1;level=2;hgnc_id=HGNC:16257;havana_gene=OTTHUMG00000032860.2
chr20	gene	59025474	59032344	-	ID=ENSG00000124172.10;gene_id=ENSG00000124172.10;gene_type=protein_coding;gene_name=ATP5F1E;level=2;hgnc_id=HGNC:838;havana_gene=OTTHUMG00000032854.4
chr20	gene	59033144	59042808	-	ID=ENSG00000101166.16;gene_id=ENSG00000101166.16;gene_type=protein_coding;gene_name=PRELID3B;level=2;hgnc_id=HGNC:15892;havana_gene=OTTHUMG00000032856.4
chr20	gene	59123380	59259112	+	ID=ENSG00000124203.7;gene_id=ENSG00000124203.7;gene_type=protein_coding;gene_name=ZNF831;level=1;hgnc_id=HGNC:16167;havana_gene=OTTHUMG00000032864.5
chr20	gene	59300442	59325991	+	ID=ENSG00000124205.18;gene_id=ENSG00000124205.18;gene_type=protein_coding;gene_name=EDN3;level=2;hgnc_id=HGNC:3178;havana_gene=OTTHUMG00000032867.6
chr20	gene	59577508	59847710	+	ID=ENSG00000087495.17;gene_id=ENSG00000087495.17;gene_type=protein_coding;gene_name=PHACTR3;level=2;hgnc_id=HGNC:15833;havana_gene=OTTHUMG00000032869.6
chr20	gene	59863563	59933654	-	ID=ENSG00000196074.13;gene_id=ENSG00000196074.13;gene_type=protein_coding;gene_name=SYCP2;level=2;hgnc_id=HGNC:11490;havana_gene=OTTHUMG00000032872.5
chr20	gene	59933763	59948679	+	ID=ENSG00000196227.11;gene_id=ENSG00000196227.11;gene_type=protein_coding;gene_name=FAM217B;level=2;hgnc_id=HGNC:16170;havana_gene=OTTHUMG00000032873.4
chr20	gene	59936662	59940304	-	ID=ENSG00000132825.7;gene_id=ENSG00000132825.7;gene_type=protein_coding;gene_name=PPP1R3D;level=2;hgnc_id=HGNC:9294;havana_gene=OTTHUMG00000032876.3
chr20	gene	59958422	60034010	+	ID=ENSG00000124215.17;gene_id=ENSG00000124215.17;gene_type=protein_coding;gene_name=CDH26;level=2;hgnc_id=HGNC:15902;havana_gene=OTTHUMG00000032874.4
chr20	gene	61252260	61940616	+	ID=ENSG00000179242.16;gene_id=ENSG00000179242.16;gene_type=protein_coding;gene_name=CDH4;level=2;hgnc_id=HGNC:1763;tag=overlapping_locus;havana_gene=OTTHUMG00000032890.5
chr20	gene	61953468	62065880	-	ID=ENSG00000130699.20;gene_id=ENSG00000130699.20;gene_type=protein_coding;gene_name=TAF4;level=2;hgnc_id=HGNC:11537;tag=ncRNA_host,overlapping_locus;havana_gene=OTTHUMG00000032893.9
chr20	gene	62122460	62135373	+	ID=ENSG00000149657.20;gene_id=ENSG00000149657.20;gene_type=protein_coding;gene_name=LSM14B;level=2;hgnc_id=HGNC:15887;havana_gene=OTTHUMG00000032901.8
chr20	gene	62136732	62143439	-	ID=ENSG00000101182.15;gene_id=ENSG00000101182.15;gene_type=protein_coding;gene_name=PSMA7;level=2;hgnc_id=HGNC:9536;havana_gene=OTTHUMG00000032895.5
chr20	gene	62143768	62182513	+	ID=ENSG00000184402.15;gene_id=ENSG00000184402.15;gene_type=protein_coding;gene_name=SS18L1;level=2;hgnc_id=HGNC:15592;havana_gene=OTTHUMG00000032902.6
chr20	gene	62183027	62203567	+	ID=ENSG00000101181.18;gene_id=ENSG00000101181.18;gene_type=protein_coding;gene_name=MTG2;level=2;hgnc_id=HGNC:16239;havana_gene=OTTHUMG00000032897.5
chr20	gene	62214959	62220277	-	ID=ENSG00000101180.17;gene_id=ENSG00000101180.17;gene_type=protein_coding;gene_name=HRH3;level=2;hgnc_id=HGNC:5184;havana_gene=OTTHUMG00000032899.2
chr20	gene	62231921	62296212	+	ID=ENSG00000130703.17;gene_id=ENSG00000130703.17;gene_type=protein_coding;gene_name=OSBPL2;level=2;hgnc_id=HGNC:15761;havana_gene=OTTHUMG00000032909.15
chr20	gene	62302092	62308861	+	ID=ENSG00000130706.13;gene_id=ENSG00000130706.13;gene_type=protein_coding;gene_name=ADRM1;level=2;hgnc_id=HGNC:15759;havana_gene=OTTHUMG00000032904.4
chr20	gene	62307954	62367311	-	ID=ENSG00000130702.15;gene_id=ENSG00000130702.15;gene_type=protein_coding;gene_name=LAMA5;level=2;hgnc_id=HGNC:6485;tag=ncRNA_host;havana_gene=OTTHUMG00000032908.6
chr20	gene	62387102	62388519	+	ID=ENSG00000171858.18;gene_id=ENSG00000171858.18;gene_type=protein_coding;gene_name=RPS21;level=2;hgnc_id=HGNC:10409;havana_gene=OTTHUMG00000032915.3
chr20	gene	62388633	62407284	-	ID=ENSG00000149679.12;gene_id=ENSG00000149679.12;gene_type=protein_coding;gene_name=CABLES2;level=2;hgnc_id=HGNC:16143;tag=overlapping_locus;havana_gene=OTTHUMG00000032912.3
chr20	gene	62410236	62427538	-	ID=ENSG00000130701.4;gene_id=ENSG00000130701.4;gene_type=protein_coding;gene_name=RBBP8NL;level=2;hgnc_id=HGNC:16144;havana_gene=OTTHUMG00000032913.2
chr20	gene	62463496	62475994	-	ID=ENSG00000130700.7;gene_id=ENSG00000130700.7;gene_type=protein_coding;gene_name=GATA5;level=2;hgnc_id=HGNC:15802;havana_gene=OTTHUMG00000032919.3
chr20	gene	62642502	62685784	+	ID=ENSG00000101187.16;gene_id=ENSG00000101187.16;gene_type=protein_coding;gene_name=SLCO4A1;level=2;hgnc_id=HGNC:10953;havana_gene=OTTHUMG00000032923.5
chr20	gene	62708835	62762770	+	ID=ENSG00000101188.5;gene_id=ENSG00000101188.5;gene_type=protein_coding;gene_name=NTSR1;level=2;hgnc_id=HGNC:8039;havana_gene=OTTHUMG00000032932.2
chr20	gene	62796472	62801728	+	ID=ENSG00000101189.7;gene_id=ENSG00000101189.7;gene_type=protein_coding;gene_name=MRGBP;level=2;hgnc_id=HGNC:15866;havana_gene=OTTHUMG00000032940.3
chr20	gene	62804834	62813999	+	ID=ENSG00000060491.17;gene_id=ENSG00000060491.17;gene_type=protein_coding;gene_name=OGFR;level=2;hgnc_id=HGNC:15768;havana_gene=OTTHUMG00000032937.3
chr20	gene	62816243	62841158	+	ID=ENSG00000092758.18;gene_id=ENSG00000092758.18;gene_type=protein_coding;gene_name=COL9A3;level=2;hgnc_id=HGNC:2219;havana_gene=OTTHUMG00000032938.7
chr20	gene	62841004	62861821	-	ID=ENSG00000101190.13;gene_id=ENSG00000101190.13;gene_type=protein_coding;gene_name=TCFL5;level=2;hgnc_id=HGNC:11646;havana_gene=OTTHUMG00000032939.3
chr20	gene	62877737	62937951	-	ID=ENSG00000101191.17;gene_id=ENSG00000101191.17;gene_type=protein_coding;gene_name=DIDO1;level=2;hgnc_id=HGNC:2680;tag=overlapping_locus;havana_gene=OTTHUMG00000032945.4
chr20	gene	62938146	62948474	+	ID=ENSG00000101193.8;gene_id=ENSG00000101193.8;gene_type=protein_coding;gene_name=GID8;level=2;hgnc_id=HGNC:15857;havana_gene=OTTHUMG00000032949.4
chr20	gene	62952706	62969584	+	ID=ENSG00000101194.18;gene_id=ENSG00000101194.18;gene_type=protein_coding;gene_name=SLC17A9;level=2;hgnc_id=HGNC:16192;havana_gene=OTTHUMG00000032951.9
chr20	gene	63005926	63007034	-	ID=ENSG00000125533.6;gene_id=ENSG00000125533.6;gene_type=protein_coding;gene_name=BHLHE23;level=2;hgnc_id=HGNC:16093;havana_gene=OTTHUMG00000032948.4
chr20	gene	63195428	63216138	-	ID=ENSG00000149658.18;gene_id=ENSG00000149658.18;gene_type=protein_coding;gene_name=YTHDF1;level=1;hgnc_id=HGNC:15867;havana_gene=OTTHUMG00000032955.4
chr20	gene	63235882	63240494	+	ID=ENSG00000101197.13;gene_id=ENSG00000101197.13;gene_type=protein_coding;gene_name=BIRC7;level=2;hgnc_id=HGNC:13702;tag=ncRNA_host;havana_gene=OTTHUMG00000032957.3
chr20	gene	63240783	63272693	-	ID=ENSG00000101198.15;gene_id=ENSG00000101198.15;gene_type=protein_coding;gene_name=NKAIN4;level=1;hgnc_id=HGNC:16191;havana_gene=OTTHUMG00000032959.4
chr20	gene	63272784	63289789	+	ID=ENSG00000101199.13;gene_id=ENSG00000101199.13;gene_type=protein_coding;gene_name=ARFGAP1;level=1;hgnc_id=HGNC:15852;tag=ncRNA_host;havana_gene=OTTHUMG00000032965.8
chr20	gene	63293185	63334850	+	ID=ENSG00000101203.17;gene_id=ENSG00000101203.17;gene_type=protein_coding;gene_name=COL20A1;level=2;hgnc_id=HGNC:14670;havana_gene=OTTHUMG00000032964.18
chr20	gene	63343222	63378400	-	ID=ENSG00000101204.18;gene_id=ENSG00000101204.18;gene_type=protein_coding;gene_name=CHRNA4;level=2;hgnc_id=HGNC:1958;havana_gene=OTTHUMG00000033080.8
chr20	gene	63400207	63472676	-	ID=ENSG00000075043.21;gene_id=ENSG00000075043.21;gene_type=protein_coding;gene_name=KCNQ2;level=2;hgnc_id=HGNC:6296;havana_gene=OTTHUMG00000033049.15
chr20	gene	63488012	63499238	-	ID=ENSG00000101210.14;gene_id=ENSG00000101210.14;gene_type=protein_coding;gene_name=EEF1A2;level=2;hgnc_id=HGNC:3192;havana_gene=OTTHUMG00000033076.3
chr20	gene	63520764	63522205	+	ID=ENSG00000125534.10;gene_id=ENSG00000125534.10;gene_type=protein_coding;gene_name=PPDPF;level=2;hgnc_id=HGNC:16142;havana_gene=OTTHUMG00000032978.2
chr20	gene	63528000	63537375	-	ID=ENSG00000101213.7;gene_id=ENSG00000101213.7;gene_type=protein_coding;gene_name=PTK6;level=2;hgnc_id=HGNC:9617;havana_gene=OTTHUMG00000033039.3
chr20	gene	63538488	63547748	-	ID=ENSG00000125508.4;gene_id=ENSG00000125508.4;gene_type=protein_coding;gene_name=SRMS;level=2;hgnc_id=HGNC:11298;havana_gene=OTTHUMG00000032977.1
chr20	gene	63547890	63556694	+	ID=ENSG00000125531.7;gene_id=ENSG00000125531.7;gene_type=protein_coding;gene_name=FNDC11;level=2;hgnc_id=HGNC:28764;havana_gene=OTTHUMG00000032980.5
chr20	gene	63558085	63574238	-	ID=ENSG00000130589.16;gene_id=ENSG00000130589.16;gene_type=protein_coding;gene_name=HELZ2;level=2;hgnc_id=HGNC:30021;havana_gene=OTTHUMG00000032969.3
chr20	gene	63587601	63627100	-	ID=ENSG00000101216.11;gene_id=ENSG00000101216.11;gene_type=protein_coding;gene_name=GMEB2;level=2;hgnc_id=HGNC:4371;havana_gene=OTTHUMG00000032988.2
chr20	gene	63639704	63657681	-	ID=ENSG00000197457.10;gene_id=ENSG00000197457.10;gene_type=protein_coding;gene_name=STMN3;level=2;hgnc_id=HGNC:15926;havana_gene=OTTHUMG00000032985.3
chr20	gene	63657809	63696252	+	ID=ENSG00000258366.12;gene_id=ENSG00000258366.12;gene_type=protein_coding;gene_name=RTEL1;level=1;hgnc_id=HGNC:15888;tag=overlapping_locus;havana_gene=OTTHUMG00000032992.11
chr20	gene	63659299	63698683	+	ID=ENSG00000026036.23;gene_id=ENSG00000026036.23;gene_type=protein_coding;gene_name=RTEL1-TNFRSF6B;level=2;hgnc_id=HGNC:44095;tag=overlapping_locus,readthrough_gene;havana_gene=OTTHUMG00000170363.3
chr20	gene	63696651	63698683	+	ID=ENSG00000243509.6;gene_id=ENSG00000243509.6;gene_type=protein_coding;gene_name=TNFRSF6B;level=2;hgnc_id=HGNC:11921;tag=overlapping_locus;havana_gene=OTTHUMG00000143724.3
chr20	gene	63698641	63708024	-	ID=ENSG00000101246.20;gene_id=ENSG00000101246.20;gene_type=protein_coding;gene_name=ARFRP1;level=2;hgnc_id=HGNC:662;havana_gene=OTTHUMG00000032993.9
chr20	gene	63707464	63736141	+	ID=ENSG00000197114.12;gene_id=ENSG00000197114.12;gene_type=protein_coding;gene_name=ZGPAT;level=2;hgnc_id=HGNC:15948;tag=overlapping_locus;havana_gene=OTTHUMG00000032998.6
chr20	gene	63708863	63739102	+	ID=ENSG00000273154.3;gene_id=ENSG00000273154.3;gene_type=protein_coding;gene_name=ENSG00000273154;level=2;tag=overlapping_locus,readthrough_gene;havana_gene=OTTHUMG00000186489.4
chr20	gene	63736282	63739102	+	ID=ENSG00000203896.10;gene_id=ENSG00000203896.10;gene_type=protein_coding;gene_name=LIME1;level=2;hgnc_id=HGNC:26016;tag=overlapping_locus;havana_gene=OTTHUMG00000032999.6
chr20	gene	63738269	63740397	+	ID=ENSG00000273047.1;gene_id=ENSG00000273047.1;gene_type=protein_coding;gene_name=ENSG00000273047;level=2;tag=overlapping_locus,readthrough_gene;havana_gene=OTTHUMG00000186435.2
chr20	gene	63739775	63744049	+	ID=ENSG00000125520.14;gene_id=ENSG00000125520.14;gene_type=protein_coding;gene_name=SLC2A4RG;level=2;hgnc_id=HGNC:15930;tag=overlapping_locus;havana_gene=OTTHUMG00000032997.4
chr20	gene	63743667	63832037	-	ID=ENSG00000130584.12;gene_id=ENSG00000130584.12;gene_type=protein_coding;gene_name=ZBTB46;level=2;hgnc_id=HGNC:16094;havana_gene=OTTHUMG00000033001.4
chr20	gene	63861497	63862987	+	ID=ENSG00000183260.7;gene_id=ENSG00000183260.7;gene_type=protein_coding;gene_name=ABHD16B;level=2;hgnc_id=HGNC:16128;tag=retrogene;havana_gene=OTTHUMG00000033010.2
chr20	gene	63865227	63891544	+	ID=ENSG00000101150.18;gene_id=ENSG00000101150.18;gene_type=protein_coding;gene_name=TPD52L2;level=2;hgnc_id=HGNC:12007;tag=overlapping_locus;havana_gene=OTTHUMG00000033009.2
chr20	gene	63895125	63936030	+	ID=ENSG00000101152.12;gene_id=ENSG00000101152.12;gene_type=protein_coding;gene_name=DNAJC5;level=2;hgnc_id=HGNC:16235;tag=ncRNA_host,overlapping_locus;havana_gene=OTTHUMG00000033007.4
chr20	gene	63939828	63956415	-	ID=ENSG00000198276.16;gene_id=ENSG00000198276.16;gene_type=protein_coding;gene_name=UCKL1;level=2;hgnc_id=HGNC:15938;tag=ncRNA_host;havana_gene=OTTHUMG00000033003.8
chr20	gene	63956703	63969929	-	ID=ENSG00000196700.9;gene_id=ENSG00000196700.9;gene_type=protein_coding;gene_name=ZNF512B;level=2;hgnc_id=HGNC:29212;havana_gene=OTTHUMG00000033008.2
chr20	gene	63974115	63980007	-	ID=ENSG00000130590.14;gene_id=ENSG00000130590.14;gene_type=protein_coding;gene_name=SAMD10;level=2;hgnc_id=HGNC:16129;havana_gene=OTTHUMG00000033011.3
chr20	gene	63981131	64033099	+	ID=ENSG00000101161.8;gene_id=ENSG00000101161.8;gene_type=protein_coding;gene_name=PRPF6;level=2;hgnc_id=HGNC:15860;havana_gene=OTTHUMG00000033018.2
chr20	gene	64034343	64039961	+	ID=ENSG00000196421.9;gene_id=ENSG00000196421.9;gene_type=protein_coding;gene_name=C20orf204;level=2;hgnc_id=HGNC:27655;havana_gene=OTTHUMG00000033015.3
chr20	gene	64047581	64049638	-	ID=ENSG00000203883.7;gene_id=ENSG00000203883.7;gene_type=protein_coding;gene_name=SOX18;level=2;hgnc_id=HGNC:11194;havana_gene=OTTHUMG00000033017.3
chr20	gene	64049835	64072346	+	ID=ENSG00000171703.17;gene_id=ENSG00000171703.17;gene_type=protein_coding;gene_name=TCEA2;level=2;hgnc_id=HGNC:11614;tag=overlapping_locus;havana_gene=OTTHUMG00000033026.4
chr20	gene	64073180	64079987	-	ID=ENSG00000171700.14;gene_id=ENSG00000171700.14;gene_type=protein_coding;gene_name=RGS19;level=2;hgnc_id=HGNC:13735;tag=ncRNA_host;havana_gene=OTTHUMG00000033024.4
chr20	gene	64080081	64100642	+	ID=ENSG00000125510.18;gene_id=ENSG00000125510.18;gene_type=protein_coding;gene_name=OPRL1;level=2;hgnc_id=HGNC:8155;havana_gene=OTTHUMG00000033027.3
chr20	gene	64083375	64084397	-	ID=ENSG00000171695.11;gene_id=ENSG00000171695.11;gene_type=protein_coding;gene_name=LKAAEAR1;level=2;hgnc_id=HGNC:33718;havana_gene=OTTHUMG00000033021.2
chr20	gene	64102393	64242252	+	ID=ENSG00000196132.14;gene_id=ENSG00000196132.14;gene_type=protein_coding;gene_name=MYT1;level=2;hgnc_id=HGNC:7622;havana_gene=OTTHUMG00000149988.8
chr20	gene	64103801	64107564	-	ID=ENSG00000125522.4;gene_id=ENSG00000125522.4;gene_type=protein_coding;gene_name=NPBWR2;level=2;hgnc_id=HGNC:4530;tag=retrogene;havana_gene=OTTHUMG00000033032.1
chr20	gene	64255694	64304819	+	ID=ENSG00000203880.13;gene_id=ENSG00000203880.13;gene_type=protein_coding;gene_name=PCMTD2;level=2;hgnc_id=HGNC:15882;tag=overlapping_locus;havana_gene=OTTHUMG00000033029.6
chr21	gene	10521552	10606139	+	ID=ENSG00000274391.5;gene_id=ENSG00000274391.5;gene_type=protein_coding;gene_name=TPTE;level=2;hgnc_id=HGNC:12023;tag=overlapping_locus;havana_gene=OTTHUMG00000074127.15
chr21	gene	13609776	13645822	+	ID=ENSG00000166351.11;gene_id=ENSG00000166351.11;gene_type=protein_coding;gene_name=POTED;level=2;hgnc_id=HGNC:23822;tag=ncRNA_host;havana_gene=OTTHUMG00000074197.1
chr21	gene	14108812	14210954	-	ID=ENSG00000188992.12;gene_id=ENSG00000188992.12;gene_type=protein_coding;gene_name=LIPI;level=2;hgnc_id=HGNC:18821;havana_gene=OTTHUMG00000074258.5
chr21	gene	14216129	14228371	+	ID=ENSG00000185272.14;gene_id=ENSG00000185272.14;gene_type=protein_coding;gene_name=RBM11;level=2;hgnc_id=HGNC:9897;havana_gene=OTTHUMG00000074263.2
chr21	gene	14371114	14383483	-	ID=ENSG00000155304.6;gene_id=ENSG00000155304.6;gene_type=protein_coding;gene_name=HSPA13;level=2;hgnc_id=HGNC:11375;havana_gene=OTTHUMG00000074261.2
chr21	gene	14485227	14658820	-	ID=ENSG00000155307.19;gene_id=ENSG00000155307.19;gene_type=protein_coding;gene_name=SAMSN1;level=2;hgnc_id=HGNC:10528;havana_gene=OTTHUMG00000074317.2
chr21	gene	14961234	15065935	-	ID=ENSG00000180530.11;gene_id=ENSG00000180530.11;gene_type=protein_coding;gene_name=NRIP1;level=2;hgnc_id=HGNC:8001;tag=overlapping_locus;havana_gene=OTTHUMG00000074323.4
chr21	gene	15729981	15880063	+	ID=ENSG00000155313.16;gene_id=ENSG00000155313.16;gene_type=protein_coding;gene_name=USP25;level=2;hgnc_id=HGNC:12624;havana_gene=OTTHUMG00000074343.3
chr21	gene	17513042	17593578	+	ID=ENSG00000154639.19;gene_id=ENSG00000154639.19;gene_type=protein_coding;gene_name=CXADR;level=2;hgnc_id=HGNC:2559;tag=ncRNA_host;havana_gene=OTTHUMG00000074508.4
chr21	gene	17593652	17612944	-	ID=ENSG00000154640.15;gene_id=ENSG00000154640.15;gene_type=protein_coding;gene_name=BTG3;level=2;hgnc_id=HGNC:1132;havana_gene=OTTHUMG00000074501.4
chr21	gene	17788973	17819385	-	ID=ENSG00000154642.11;gene_id=ENSG00000154642.11;gene_type=protein_coding;gene_name=C21orf91;level=1;hgnc_id=HGNC:16459;tag=overlapping_locus;havana_gene=OTTHUMG00000074509.8
chr21	gene	17901262	18267372	+	ID=ENSG00000154645.14;gene_id=ENSG00000154645.14;gene_type=protein_coding;gene_name=CHODL;level=2;hgnc_id=HGNC:17807;havana_gene=OTTHUMG00000074519.7
chr21	gene	18269115	18485878	-	ID=ENSG00000154646.9;gene_id=ENSG00000154646.9;gene_type=protein_coding;gene_name=TMPRSS15;level=2;hgnc_id=HGNC:9490;tag=overlapping_locus;havana_gene=OTTHUMG00000074518.8
chr21	gene	20998408	21543328	+	ID=ENSG00000154654.15;gene_id=ENSG00000154654.15;gene_type=protein_coding;gene_name=NCAM2;level=2;hgnc_id=HGNC:7657;havana_gene=OTTHUMG00000078121.4
chr21	gene	25585655	25607516	-	ID=ENSG00000154719.14;gene_id=ENSG00000154719.14;gene_type=protein_coding;gene_name=MRPL39;level=2;hgnc_id=HGNC:14027;havana_gene=OTTHUMG00000078371.4
chr21	gene	25639257	25717561	+	ID=ENSG00000154721.15;gene_id=ENSG00000154721.15;gene_type=protein_coding;gene_name=JAM2;level=2;hgnc_id=HGNC:14686;tag=overlapping_locus;havana_gene=OTTHUMG00000078441.4
chr21	gene	25716502	25735672	-	ID=ENSG00000154723.13;gene_id=ENSG00000154723.13;gene_type=protein_coding;gene_name=ATP5PF;level=1;hgnc_id=HGNC:847;havana_gene=OTTHUMG00000078442.2
chr21	gene	25734569	25772459	+	ID=ENSG00000154727.11;gene_id=ENSG00000154727.11;gene_type=protein_coding;gene_name=GABPA;level=1;hgnc_id=HGNC:4071;havana_gene=OTTHUMG00000078443.2
chr21	gene	25880534	26171127	-	ID=ENSG00000142192.22;gene_id=ENSG00000142192.22;gene_type=protein_coding;gene_name=APP;level=1;hgnc_id=HGNC:620;tag=ncRNA_host;havana_gene=OTTHUMG00000078438.11
chr21	gene	26466208	26573285	-	ID=ENSG00000166265.13;gene_id=ENSG00000166265.13;gene_type=protein_coding;gene_name=CYYR1;level=1;hgnc_id=HGNC:16274;havana_gene=OTTHUMG00000078689.5
chr21	gene	26835754	26845408	-	ID=ENSG00000154734.16;gene_id=ENSG00000154734.16;gene_type=protein_coding;gene_name=ADAMTS1;level=2;hgnc_id=HGNC:217;havana_gene=OTTHUMG00000078688.5
chr21	gene	26917921	26967087	-	ID=ENSG00000154736.6;gene_id=ENSG00000154736.6;gene_type=protein_coding;gene_name=ADAMTS5;level=2;hgnc_id=HGNC:221;havana_gene=OTTHUMG00000078686.4
chr21	gene	28872190	28885370	-	ID=ENSG00000156239.12;gene_id=ENSG00000156239.12;gene_type=protein_coding;gene_name=N6AMT1;level=2;hgnc_id=HGNC:16021;havana_gene=OTTHUMG00000078750.5
chr21	gene	28928143	28992955	-	ID=ENSG00000198862.14;gene_id=ENSG00000198862.14;gene_type=protein_coding;gene_name=LTN1;level=1;hgnc_id=HGNC:13082;havana_gene=OTTHUMG00000078803.6
chr21	gene	29004383	29019359	-	ID=ENSG00000156253.7;gene_id=ENSG00000156253.7;gene_type=protein_coding;gene_name=RWDD2B;level=2;hgnc_id=HGNC:1302;havana_gene=OTTHUMG00000078805.3
chr21	gene	29024628	29054487	+	ID=ENSG00000156256.15;gene_id=ENSG00000156256.15;gene_type=protein_coding;gene_name=USP16;level=2;hgnc_id=HGNC:12614;havana_gene=OTTHUMG00000078802.3
chr21	gene	29055804	29073796	-	ID=ENSG00000156261.13;gene_id=ENSG00000156261.13;gene_type=protein_coding;gene_name=CCT8;level=2;hgnc_id=HGNC:1623;tag=overlapping_locus;havana_gene=OTTHUMG00000044595.6
chr21	gene	29077470	29175888	+	ID=ENSG00000156265.16;gene_id=ENSG00000156265.16;gene_type=protein_coding;gene_name=MAP3K7CL;level=2;hgnc_id=HGNC:16457;havana_gene=OTTHUMG00000078806.8
chr21	gene	29194070	29630750	+	ID=ENSG00000156273.16;gene_id=ENSG00000156273.16;gene_type=protein_coding;gene_name=BACH1;level=2;hgnc_id=HGNC:935;tag=overlapping_locus;havana_gene=OTTHUMG00000078878.10
